subject,run,roi,var_expl_pc1,var_expl_pc23
sub-13,2,PHC,0.4353238961461041,0.24089429394157125
sub-13,3,PHC,0.4612864181707391,0.23073926671198852
sub-13,4,PHC,0.4865723644067722,0.20512233551383524
sub-14,1,PHC,0.564513893084122,0.20033771831436573
sub-14,2,PHC,0.4724988123964107,0.22476264286358877
sub-14,3,PHC,0.48475890413944406,0.22332799392624791
sub-14,4,PHC,0.39087827815902604,0.2759451036714083
sub-15,1,PHC,0.5927655389834018,0.26836633026683515
sub-15,2,PHC,0.47606945449288707,0.327954291368977
sub-15,3,PHC,0.5448056556857631,0.2672797342364409
sub-15,4,PHC,0.5294608293663174,0.2620666267134697
sub-16,1,PHC,0.3956777142285131,0.33904022984908333
sub-16,2,PHC,0.35854817686329177,0.3435376831962515
sub-16,3,PHC,0.41465568019427584,0.32606070590915565
sub-16,4,PHC,0.6120225660777125,0.18789793953731027
sub-18,1,PHC,0.5465387346503477,0.18108124611126
sub-18,2,PHC,0.46009940577993613,0.27051890753559393
sub-18,3,PHC,0.45259181760193934,0.26368017502131774
sub-18,4,PHC,0.4764013697575303,0.24168163739563414
sub-19,1,PHC,0.40122972648353644,0.3050394838766231
sub-19,2,PHC,0.30176738779252904,0.35056276387459995
sub-19,3,PHC,0.32228567969238275,0.3177504985203661
sub-19,4,PHC,0.3577197258978162,0.2948641105920531
sub-21,1,PHC,0.5522645331783346,0.20918729651771922
sub-21,2,PHC,0.5469129723338763,0.2113041862437838
sub-21,3,PHC,0.5203197396660175,0.19170203877027564
sub-21,4,PHC,0.5652421329248838,0.1896190079444216
sub-22,1,PHC,0.35343679507151415,0.3281838914977844
sub-22,2,PHC,0.3941461290690221,0.2979761758464846
sub-22,3,PHC,0.3437466063188365,0.3345152726938958
sub-22,4,PHC,0.38882556731079576,0.3197364775287751
sub-23,1,PHC,0.3808172228393831,0.345240980593269
sub-23,2,PHC,0.3513472067309582,0.32863549597738756
sub-23,3,PHC,0.4196489285761806,0.22290231540555347
sub-23,4,PHC,0.43397269627890545,0.24220213167702162
sub-24,1,PHC,0.470311040731677,0.25351451836030964
sub-24,2,PHC,0.5081331948233446,0.25383538428622404
sub-24,3,PHC,0.3400189310687483,0.28667892250460575
sub-24,4,PHC,0.3734174347296359,0.36688461229763897
sub-01,1,whitematter,0.08335414659324235,0.09682669792278208
sub-01,2,whitematter,0.07261913045009956,0.08880133592198378
sub-01,3,whitematter,0.0664732654808055,0.0768905555686729
sub-01,4,whitematter,0.07014719175454674,0.07786066324818067
sub-02,1,whitematter,0.060364490213385885,0.06875232047160203
sub-02,2,whitematter,0.0965795571799004,0.06532730006507403
sub-02,3,whitematter,0.10109040782962118,0.060538923678952666
sub-02,4,whitematter,0.11846944477352667,0.07370441487411503
sub-03,1,whitematter,0.07934053181725755,0.08952766975823502
sub-03,2,whitematter,0.09346536517790806,0.10630835617749458
sub-03,3,whitematter,0.0836826168174658,0.08519313558073081
sub-03,4,whitematter,0.07841200370172197,0.07505194644673023
sub-04,1,whitematter,0.06669678300342886,0.11378354302366425
sub-04,2,whitematter,0.10983201049432295,0.10554337129107502
sub-04,3,whitematter,0.0988954016781331,0.09184813305598957
sub-04,4,whitematter,0.1084007914099516,0.09031098968575724
sub-07,1,whitematter,0.1006592174632061,0.09396917202571242
sub-07,2,whitematter,0.08346808974152578,0.11998900798717603
sub-07,3,whitematter,0.09658300430640149,0.10911671430915065
sub-07,4,whitematter,0.09799368523689785,0.12230681562732917
sub-08,1,whitematter,0.06133293941336675,0.05319112907422119
sub-08,2,whitematter,0.057604165986317776,0.0814487271069427
sub-08,3,whitematter,0.15238274992246348,0.06990002710587637
sub-08,4,whitematter,0.1373517077752646,0.10015845304382709
sub-09,1,whitematter,0.08149439123762796,0.09343874214198113
sub-09,2,whitematter,0.08782175004905467,0.09916393912997859
sub-09,3,whitematter,0.09263047615016622,0.07855842877249355
sub-09,4,whitematter,0.10623204229208166,0.07193731607557438
sub-10,1,whitematter,0.0952593406948757,0.07527427990997639
sub-10,2,whitematter,0.12781898326919744,0.11183620938071401
sub-10,3,whitematter,0.1686084919677052,0.14647360216743122
sub-10,4,whitematter,0.10663601362738433,0.12955257487681554
sub-11,1,whitematter,0.18012026939288198,0.12140723575460176
sub-11,2,whitematter,0.06943091259116037,0.06848687620242747
sub-11,3,whitematter,0.1052943926081967,0.07499642743695387
sub-11,4,whitematter,0.06490972605891814,0.08412798117670059
sub-12,1,whitematter,0.09715164723636205,0.08657057775479961
sub-12,2,whitematter,0.11863738456752902,0.07683922106795754
sub-12,3,whitematter,0.11088839045673445,0.08180218919457
sub-12,4,whitematter,0.0759069893846033,0.09287718278483542
sub-13,1,whitematter,0.05318757201955287,0.06639937519387709
sub-13,2,whitematter,0.05460891425297938,0.08445937542528384
sub-13,3,whitematter,0.07385349812592908,0.0654954503764036
sub-13,4,whitematter,0.06258114889636235,0.07135329769301577
sub-14,1,whitematter,0.1337901933949976,0.07703706566360843
sub-14,2,whitematter,0.06245702937256532,0.053032462802187604
sub-14,3,whitematter,0.06538242869751627,0.061606229123037544
sub-14,4,whitematter,0.07057452184733051,0.0554954902342779
sub-15,1,whitematter,0.10683062522014902,0.13836212923964172
sub-15,2,whitematter,0.09594756190336168,0.1236491332440566
sub-15,3,whitematter,0.15362687601949268,0.10864803015492741
sub-15,4,whitematter,0.18547587256995446,0.13261841649595368
sub-16,1,whitematter,0.10487586528886854,0.07396417096596958
sub-16,2,whitematter,0.12881439849770482,0.08240404689851419
sub-16,3,whitematter,0.15213114486167853,0.12104999012421838
sub-16,4,whitematter,0.31019910087578234,0.17045162346496398
sub-18,1,whitematter,0.14297195649949335,0.10299570379687673
sub-18,2,whitematter,0.16887768513748394,0.11988238796069155
sub-18,3,whitematter,0.13259528410213262,0.11690850436226083
sub-18,4,whitematter,0.20960144777061307,0.0987805248196783
sub-19,1,whitematter,0.07738643079957624,0.08581884091065534
sub-19,2,whitematter,0.06661699929400511,0.07477278490782022
sub-19,3,whitematter,0.0658156209742186,0.0846353461788946
sub-19,4,whitematter,0.06767521893364507,0.08751589790280725
sub-21,1,whitematter,0.13265582955643124,0.12570928516863167
sub-21,2,whitematter,0.11123360923329584,0.14660487083576434
sub-21,3,whitematter,0.07209352872056012,0.10344809292664559
sub-21,4,whitematter,0.06459720758352507,0.10125163594459119
sub-22,1,whitematter,0.09992769157007354,0.07798979329564626
sub-22,2,whitematter,0.10720381012974338,0.07225244944868933
sub-22,3,whitematter,0.13547477974883004,0.07759288766809103
sub-22,4,whitematter,0.12754369105744665,0.08542628368904351
sub-23,1,whitematter,0.12368367083277376,0.07844423186517269
sub-23,2,whitematter,0.1087607489301113,0.0711523594815103
sub-23,3,whitematter,0.070057653040707,0.06322855192551403
sub-23,4,whitematter,0.06276975691826485,0.07389672760519697
sub-24,1,whitematter,0.0820246305014156,0.09046728263334722
sub-24,2,whitematter,0.07398070500420961,0.08453630092935774
sub-24,3,whitematter,0.0909062109064972,0.07505913216803933
sub-24,4,whitematter,0.06918969155496335,0.08675240871079114
